Date,Text,Text Normalization,Label_Bert,Encoded_Label
04/2024,"kopi kenangan, fore hihiii",kopi kenangan fore hihiii,positive,2
02/2024,"Point Coffee, Tomoro, Fore pasti pesen Cappuccino. Es.Teh Indo : Chizu redvelvet/ es teh redvelvet Blm pernah coba Haus.",point coffee coffee tomoro fore pesen cappuccino esteh indo chizu redvelvet es kakak perempuan redvelvet coba haus,positive,2
05/2024,"Beda rasa mah yg fore butterscoth sea salt itu dia creamy,gurih(ada crumble biskuit Yg kopken mantan ya samaal aja kaya kopi susu,kalo mau nyoba kopken yg enak cobain ke retail kopken yg kenangan signature harga menunya 2-3x lipat lebih mahal tp serving rasa minumannya enak bgtt",beda mah fore butterscoth sea salt creamygurihada crumble biskuit kopi kenangan iya samaal kaya kopi susukalo nyoba kopi kenangan enak cobain retail kopi kenangan kenangan signature harga menunya 23x lipat mahal serving minumannya enak bgtt,positive,2
05/2024,"calf sama fore aren latte pasti cocok. aku ada saran kalo mamanya suka kopi agak strong, mungkin harus coba kopi nako yg strong (ini menurutku enakk)",calf fore aren latte cocok saran mamanya suka kopi agak strong mungkin coba kopi nako strong menurutku enakk,positive,2
05/2024,SAMA AKU JUGA TUKU DAN KEDUA FORE,tuku fore,positive,2
04/2024,"kopken, fore, janjiw (krn sering diskon)",kopi kenangan fore janjiw diskon,positive,2
02/2024,"point coffee : caramel macchiato tomoro : tomoro oat latte, manuka oat latte, matcha oat latte, strawberry americano (paling sering kesini wkwk) fore : - haus : - es teh indonesia : - chizu series tp less sugar, lemon tea",point coffee coffee caramel macchiato tomoro tomoro oat latte manuka oat latte matcha oat latte strawberry americano kesini wkwk fore haus es kakak perempuan indonesia chizu series gula lemon tea,positive,2
12/2024,"butterscotch nya ga enak, msh enakan point sama fore. Mending yg menu oatside aja udh paling bener",butterscotch nya enak enakan point coffee fore menu oatside udah benar,negative,0
04/2024,Bersedih lah untuk kalian yg di daerahnya gak ada Tomoro atau Fore kaya di daerah aku selama ini beli matcha di Point Coffee aja karena di situ yg paling enak (efek gak ada lg yg bagus),bersedih daerahnya gak tomoro fore kaya daerah beli matcha point coffee coffee situ enak efek gak bagus,negative,0
04/2024,"Tuku, fore. Kalau di bdg ada bawa, bagi sama makmur jaya.",tuku fore bandung bawa makmur jaya,positive,2
04/2024,"creamy: tuku pandan: fore aren: kopken (less coffe & sugar), famima btw fore kopinya mayan kenceng wkwk tiap kesana pesen kopi sll mules pas balik, aren tomoro kureng, janjiw agak gajelas rasanya, kopken jg sm kenceng sih makanya gw prefer less coffee. Sisanya blm coba",creamy tuku pandan fore aren kopi kenangan coffe gula famima ngomong-ngomong fore kopinya mayan kenceng wkwk kesana pesen kopi mules pas aren tomoro kureng janjiw agak gajelas kopi kenangan kenceng sih prefer coffee sisanya coba,positive,2
11/2024,"kalo brand kopi yang matchanya enak fore, point, sama tomoro! kalau yang seduh sendiri LUPA NAMANYA",brand kopi matchanya enak fore point coffee tomoro seduh lupa namanya,positive,2
05/2024,tuku kopken calf fore (tapi mahal huehue),tuku kopi kenangan calf fore mahal huehue,positive,2
04/2024,"Aku pribasi suka fore sama point, sama kalo di malang ada pesen kopi iyu juga enak menurutku. Aku beberapa beli tuku tuh rasanya ga konsosten, pernah manis banget pernah jg terlalu strong.",pribasi suka fore point coffee malang pesen kopi iyu enak menurutku beli tuku tuh konsosten manis banget strong,positive,2
05/2024,kalau posisinya seperti ini mending fore sih hehe,posisinya fore sih he,negative,0
04/2024,"tuku, fore, point coffee (palm sugar yg botol), kopken, tomoro, kopi nako (daur baur)",tuku fore point coffee coffee palm gula botol kopi kenangan tomoro kopi nako daur baur,positive,2
09/2024,dah lama gak ngopi di fore,deh gak ngopi fore,negative,0
06/2024,"minum good day lgsg aslam tp pgn nyobain kopi fore?????? kl non coffee sih gapapa ya, tp kl maksain hrs coffee tktnya malah lgsg sesek elunya nder",minum good day asam lambung nyobain kopi fore non coffee sih gapapa iya memaksa coffee tktnya sesek elunya,negative,0
04/2024,"tuku, fore, point!",tuku fore point coffee,negative,0
05/2024,KOPI KENANGAN SAMA FOREEE JUARA BANGETTTT,kopi kenangan foreee juara bangetttt,positive,2
05/2024,Fore dulu baru tuku,fore tuku,neutral,1
06/2024,fore sm kopken kl akuu,fore kopi kenangan akuu,neutral,1
04/2024,TUKU FORE COUVEE,tuku fore couvee,positive,2
01/2024,FORE NDER PLISS LEBIHH ENAKK,fore tolonglah lebihh enakk,negative,0
01/2024,Fore kalo ga tomoro,fore tomoro,negative,0
07/2024,yg milky peach apa gt tp gatau masi ada ga lama ga ke fore,milky peach gatau masi fore,neutral,1
05/2024,Matcha point coffe sama tomoro lebih enak mana kakk? Di antara yg kakak sebut paling enak yg fore kah?,matcha point coffee coffe tomoro enak kakk kakak enak fore,positive,2
09/2024,"couvee java, tuku, fore masi belum ada yang favorit",couvee java tuku fore masi favorit,negative,0
04/2024,"Menurutku: 1. Point Coffe (Coffe Latte, Kopi Saku) without sugar 2. Fore (Butterscotch, Cafe Latte, Pandan Latte) without sugar 3. Tomoro (Caffe Latte) half sugar 4. Janji Jiwa (Americano, Kopi Susu) less sugar 5. Kopi Kenangan (Kopi Kenangan Mantan) half sugar",menurutku 1 point coffee coffe coffe latte kopi saku without gula 2 fore butterscotch cafe latte pandan latte without gula 3 tomoro caffe latte half gula 4 janji jiwa americano kopi susu gula 5 kopi kenangan kopi kenangan half gula,positive,2
07/2024,"Antara Kenangan dan Point coffee..simpel aja, Fore kayak makan gula",kenangan point coffee coffeesimpel fore kayak makan gula,positive,2
04/2024,Point. Karna belum nyobain fore,point coffee nyobain fore,negative,0
04/2024,apkahar aku kl ke fore selalu pesen non coffe wkwkwkk almond cocoaa terbaikkkkk,apkahar fore pesen non coffe wkwkwkk almond cocoaa terbaikkkkk,positive,2
06/2024,masa siswa akhir sebelah mana yang ngopi fore minum kopi sachet aja udah seneng,siswa sebelah ngopi fore minum kopi sachet seneng,positive,2
09/2024,"Untuk ukuran cafe yang cabang nya dikit gak kaya tuku, fore, etc2 djournal emang enak imo",ukuran cafe cabang nya dikit gak kaya tuku fore etc2 djournal enak imo,positive,2
05/2024,tuku tomoro fore tolongg dongg kopii tuku segera buka di lampungg tlg bgtt inimahhh,tuku tomoro fore tolongg dongg kopii tuku buka lampungg tlg bgtt inimahhh,neutral,1
05/2024,"Sebelum gue puasa gula (ga makan/minum yang pake gula tambahan) gue suka minum Fore yang Iced Butterscotch Sea Salt Latte sama yang non coffee itu Matcha. Enak sih, gurih dan creamy",puasa gula makanminum pakai gula tambahan suka minum fore iced butterscotch sea salt latte non coffee matcha enak sih gurih creamy,positive,2
04/2024,"Caramel Macchiato kopken, point coffee, sama fore saingan banget buat aku mayan lah jadi banyak pilihan tergantung bujet",caramel macchiato kopi kenangan point coffee coffee fore saingan banget mayan pilihan tergantung bujet,positive,2
04/2024,"blum cobain semua, cuma so far fore enak bgt",cobain so far fore enak banget,positive,2
04/2024,"tuku, arabica, fore",tuku arabica fore,neutral,1
05/2024,"Fore. Dari semua kopi2an paling kenceng bikin deg2an Fore, sih. Pdhl kerasanya gak strong, tapi bikin deg2annya gile",fore kopi2an kenceng bikin deg2an fore sih pdhl kerasanya gak strong bikin deg2annya gila,positive,2
04/2024,"belum coba semuanya sih, tp fore jawabanku",coba sih fore jawabanku,negative,0
12/2024,Fore tiap tgl 25 dapet voucher b1g1 di app,fore tanggal 25 voucher beli 1 gratis 1 app,neutral,1
01/2024,tuku fore sejauh ini fav aku itu,tuku fore favorit,positive,2
04/2024,Pliss nyidam fore belom keturutan,tolonglah nyidam fore keturutan,negative,0
04/2024,"tuku, fore, tomoro <3",tuku fore tomoro 3,negative,0
04/2024,1. udah pasti TUKU 2. Point 3. Fore 4. Kulo 5. Famima sisanya B aja,1 tuku 2 point coffee 3 fore 4 kulo 5 famima sisanya b,negative,0
11/2024,setujuuu mending fore/point,setujuuu forepoint,positive,2
04/2024,"tuku, fore and point ..",tuku fore and point coffee,neutral,1
06/2024,kalo fore enak yang aren sama butterscotch. kalo points yang cookies nder,fore enak aren butterscotch points cookies,positive,2
04/2024,"Ga minum kopi, tapi pernah icip fore sih enak",minum kopi icip fore sih enak,positive,2
03/2024,Gaada yg gagal sih fore,uang gagal sih fore,negative,0
04/2024,"FORE sama Kopken enak!! klo soal strongnya mungkin lebih ke point coffee ku rasa(?) tapi kalau bandingin antara Fore sm Tomoro, lupa enakan yang mana soalnya baru coba Tomoro 1x jadi agak lupa rasanya tapi enak tapi lupa",fore kopi kenangan enak strongnya mungkin point coffee coffee ku bandingin fore tomoro lupa enakan coba tomoro 1x agak lupa enak lupa,positive,2
04/2024,"Fore ga enak matcha nya , enak kopkenn yakinn",fore enak matcha nya enak kopkenn yakinn,positive,2
04/2024,Jogja dmn ya fore,jogja iya fore,positive,2
05/2024,aku dulu paling sering ke fore sama mcd (sebelum perboikotan) nder,fore mcd perboikotan,positive,2
04/2024,Point sama fore si terbaik,point coffee fore si terbaik,positive,2
04/2024,Fore jujur enak bangett,fore jujur enak bangett,positive,2
12/2024,"Kalau kamu orang Jaktim atau orang Jaksel, kopi Kaneki aja. Kalau bukan keduanya, Fore juga enak. Calf enak sih cuma dia sangat creamy kalau kopi yang biasanya, jeferson-nya enak tapi gua ga tau dia ada yang literan apa ngga wkwk.",jaktim jaksel kopi kaneki keduanya fore enak calf enak sih creamy kopi jefersonnya enak literan wkwk,positive,2
07/2024,"worth it… aku aja pas ultah cuma klaim birthday treats ke ta wan, ichiban, sushi tei, dan fore",worth it pas ulang klaim birthday treats ta wan ichiban sushi tei fore,positive,2
06/2024,Pengen fore lagi tp gaada di kotaku,pengen fore uang kotaku,negative,0
05/2024,fore enak banget,fore enak banget,positive,2
06/2024,Ga prnah minum fore,prnah minum fore,negative,0
02/2024,"- point : palm sugar latte - tomoro : blm pernah - fore : buttercream latte, buttercream tiramisu, aren latte - haus : blm pernah - esteh indo : chizu redvelvet",point coffee palm gula latte tomoro fore buttercream latte buttercream tiramisu aren latte haus esteh indo chizu redvelvet,positive,2
01/2024,Sama fore enak mana?,fore enak,negative,0
07/2024,"fore sampe sebulan, tapi sebelum itu harus punya app dan isi data diri. ntar vouchernya muncul sendiri. bisa pilih 1 menu, tanpa beli apapun.",fore sebulan app isi data vouchernya muncul pilih 1 menu beli apapun,neutral,1
04/2024,"Kopken.. fore & fm, tapi sekarang udah gaboleh minum fm. Free palestine",kopi kenangan fore fm gaboleh minum fm free palestine,positive,2
09/2024,i love matcha tapi prefer matcha nya kopken jdi kalo ke fore yaa butterscoth kalo ga cappucino caramel?,i love matcha prefer matcha nya kopi kenangan fore yaa butterscoth cappucino caramel,positive,2
02/2024,- Point coffee: matcha frappe - Tomoro: (blm pernah) - Fore: (blm nemu juara 1nya) - Haus: OVALTINE - Es.Teh Indonesia: redve chizu,point coffee coffee matcha frappe tomoro fore nemu juara 1nya haus ovaltine esteh indonesia redve chizu,positive,2
04/2024,"Tuku, fore, point, ngga ada obat",tuku fore point coffee obat,negative,0
04/2024,"Makmur jaya, calf, fore Pengen bgt nyobain tuku, please ke bandung lagi dong",makmur jaya calf fore pengen banget nyobain tuku please bandung,positive,2
05/2024,"Sebagai perantau yg gak nemu point, fore, dll. Kopi andalaku adalah Uda Coffee, dimanakah aku? Haha. Kalau di bandung masih doyan point, kopi eyang, fore",perantau gak nemu point coffee fore lain-lain kopi andalaku uda coffee dimanakah tertawa bandung doyan point coffee kopi eyang fore,positive,2
04/2024,fore & tuku udh paling besssssssst,fore tuku udah besssssssst,positive,2
04/2024,Fore lebih kecil dibanding kopken sama janjiw itu pasti karena dia lebih mahal dan jarang promo. Matcha kusuka di point coffee!!! Americano gak minum.,fore kecil dibanding kopi kenangan janjiw mahal jarang promo matcha kusuka point coffee coffee americano gak minum,positive,2
01/2024,Menyimak rep orangorang agar ketika membeli fore tidak salah pesen,menyimak rep orangorang membeli fore salah pesen,neutral,1
04/2024,vote for arabica tp tuku boljug sama fore,vote for arabica tuku fore,positive,2
05/2024,"Tomoro enak yang breve latte atau sekalian beli s.o.e series, kopinya wangi. Point iced shaken latte less sugar atau blackpeach americano. Kalo fore lebih suka classic latte atau double shaken latte nya, americano peach nya juga enak.",tomoro enak breve latte beli soe series kopinya wangi point coffee iced shaken latte gula blackpeach americano fore suka classic latte double shaken latte nya americano peach nya enak,positive,2
04/2024,Kalo berdasarkan brand yg ada di foto ini sih 1. Tuku (kopi susu tetangga) 2. Arabica (Kyoto latte) 3. Fore (double shaken ice latte),brand foto sih 1 tuku kopi susu tetangga 2 arabica kyoto latte 3 fore double shaken ice latte,positive,2
05/2024,Tunggu fore menghilang,tunggu fore menghilang,negative,0
04/2024,"waduh kangen fore, tiramisunya enak nder",kangen fore tiramisunya enak,positive,2
05/2024,"tuku, fore, ud djaya",tuku fore djaya,neutral,1
09/2024,Kangen juga fore,kangen fore,neutral,1
09/2024,"Fore : butterscotch seasalt latte Point : caramel machiato, yang botolan esp original , palmsugar latte Famima : kopi susu kelurga",fore butterscotch seasalt latte point coffee caramel machiato botolan esp original palmsugar latte famima kopi susu kelurga,positive,2
01/2024,tuku sama fore best so far sih,tuku fore best so far sih,positive,2
05/2024,kataku mending fore kapan lagi dapet promo tpi klo km mau kopken ya beli aja,kataku fore promo kopi kenangan iya beli,positive,2
05/2024,1. Fore 2. Harlan + holden 3. Kopi kenangan But akhir2 ini lagi suka banget sama harlan holden yang varian butterscotch latte. Seenak ituu. Sea salt latte lumayan sihh. Oh! Sama brown sugar lattenya juga ok!,1 fore 2 harlan holden 3 kopi kenangan but akhir2 suka banget harlan holden varian butterscotch latte seenak ituu sea salt latte lumayan sihh brown gula lattenya ok,positive,2
04/2024,Tuku > Famicafe > % Arabica > Fore > Janjiw,tuku famicafe arabica fore janjiw,negative,0
06/2024,Kamu orang kaya ya nder soalnya varian non coffee fore mahal bgt anj,kaya iya varian non coffee fore mahal banget anjing,negative,0
05/2024,"Nusae, Fore, golden black tu the best pokoknya",nusae fore golden black tu best pokoknya,positive,2
04/2024,ya allah mau coba fore di cilegon gadaaa sedihhh,iya allah coba fore cilegon gadaaa sedihhh,negative,0
05/2024,fore menu itu enak bgt,fore menu enak banget,positive,2
05/2024,"Kopi kenangan, point coffe, fore",kopi kenangan point coffee coffe fore,positive,2
06/2024,"Tuku, fore, kenangan",tuku fore kenangan,neutral,1
12/2024,Kasih yg temen nya lebih suka kopi apa sesuai selera nya temen lu. Fore/tuku enak,kasih teman nya suka kopi selera nya teman foretuku enak,positive,2
06/2024,Kalo ga kopken ya fore,kopi kenangan iya fore,negative,0
04/2024,"kaga enak kyk rasa tepung keset, dahal udah mesen yang non sugar, masi enakan fore-sbux-nuju",enak tepung keset dahal mesen non gula masi enakan foresbuxnuju,positive,2
04/2024,Blm coba fore tp matcha nya kopken enak klo less sugar,coba fore matcha nya kopi kenangan enak gula,positive,2
03/2024,yaAllah jadi pengen fore…,yaallah pengen fore,negative,0
06/2024,"Keterlaluan si kalo ngga inget Pi, btw ke fore maksudnya??",si inget ngomong-ngomong fore maksudnya,negative,0
04/2024,Tuku Fore Point,tuku fore point coffee,negative,0
06/2024,"Jangan nderrr ak juga gabisa minum kopi, tp wkt itu nyobain fore auto mual2 parahhh. Dan tmnku yg suka kopi juga ngerasa gitu",nderrr gabisa minum kopi nyobain fore auto mual2 parahhh tmnku suka kopi ngerasa,negative,0
05/2024,mam rotinya fore deli,makan rotinya fore deli,positive,2
04/2024,Tomoro sm fore suka bgtttt,tomoro fore suka bgtttt,positive,2
04/2024,"Benerrr fore enak tp susu bangett, kopken the besttt",benerrr fore enak susu bangett kopi kenangan besttt,positive,2
06/2024,Akuuuu! Sejauh ini fore doang yang bikin puyeng tapi tetep aku repurchase,akuuuu fore doang bikin puyeng tetep repurchase,positive,2
11/2024,Top matcha aku masih dipegang fore sih,top matcha dipegang fore sih,neutral,1
04/2024,"(sebenernya nda suka pure kopi hitam.. tapi,fore & kopken yang less sugar bikin aku jadi sedikit suka kopi) punya SB juga,tapi nda di cantumkan di postingan. aku kurang suka makan/minum yang terlalu manis, tapi,entah kenapa kalo kopi pahit aku kurang suka.. weird but real..",sebenernya suka pure kopi hitam tapifore kopi kenangan gula bikin suka kopi sb jugatapi cantumkan postingan suka makanminum manis tapientah kopi pahit suka weird but real,positive,2
12/2024,"Kl ga dapet berarti abis ka, soalnya tiap pembelian fore junior pasti selalu dapet kl masih ada stok nya",habis kakak pembelian fore junior stok nya,negative,0
01/2024,sejauh ini kebanggaanku FORE sama POINT COFFEE.. tapi janjiw enak jg kok mayan :D,kebanggaanku fore point coffee coffee janjiw enak mayan,positive,2
05/2024,"Btw, nanya dong. Di Fore udah ga ada Panini Sandwich?",ngomong-ngomong fore panini sandwich,negative,0
05/2024,"gais enakan tuku, kopken, calf, atau fore ya? **bkn buat aku, tp momskiku yg sukanya kopken, beliau kurang cocok sm tomoro",gais enakan tuku kopi kenangan calf fore iya momskiku sukanya kopi kenangan cocok tomoro,positive,2
04/2024,fore enak ta sa?,fore enak ta sa,positive,2
05/2024,Urutan versi ku untuk kopi yg banyak cabang : 1. Point 2. Kopken 3. Fore 4. Tomoro 5. Janji jiwa Urutan versi ku yg lokal pwt : 1. Arasta 2. Awor 3. Soedoet koupi 4. Sadadjiwa,urutan versi ku kopi cabang 1 point coffee 2 kopi kenangan 3 fore 4 tomoro 5 janji jiwa urutan versi ku lokal pwt 1 arasta 2 awor 3 soedoet koupi 4 sadadjiwa,positive,2
05/2024,"Aku ngopi fore 1 gelas aja ngabisinnya bisa 6 jam, tp takeaway ya yakali 6 jam nongkrong d fore",ngopi fore 1 gelas ngabisinnya 6 jam takeaway iya yakali 6 jam nongkrong fore,negative,0
05/2024,"fore cofee tuh emang enak bgt, tapi aku g kuat lambungnya suka marah kalau abis minum kopi",fore cofee tuh enak banget kuat lambungnya suka marah habis minum kopi,positive,2
06/2024,Tapi Fore emang seenak itu! Buat yang mau dapet diskon 50% bisa daftar pake kode referral aku 28DDC1 ya!,fore seenak diskon 50 daftar pakai kode referral 28ddc1 iya,positive,2
06/2024,"btul, ini kamis minggu lalu. kmrn juga baru dr fore lg wkwk",btul kamis dr fore wkwk,negative,0
04/2024,"di dom ku ga banyak nemu kopi yang aku suka, dah sering cobain cafe², sejauh ini paling suka point coffee & maxx coffee untuk strong, fore & konnichiwa buat yang mild excelso tentu sj enakkk tapi sejauh ini beli versi sachet, belum pernah beli di cafenya wkkw",dom ku nemu kopi suka deh cobain cafe suka point coffee coffee maxx coffee strong fore konnichiwa mild excelso enakkk beli versi sachet beli cafenya wkkw,positive,2
04/2024,"tuku, fore, ayo dongg buka di jember ahh",tuku fore ayo dongg buka jember ahh,neutral,1
05/2024,"Iyakan??!!! Aku sadar aku ga kuat kopi bgt makannya aku suka tambahin es+susu. Biasanya aku pesen di sbux, fore bahkan kafe lokal paling mentok pala pusing ma mode geter ini pun masih bisa tidur pas malem.. cuma ini kopi bikin nangis sumpah",iyakan sadar kuat kopi banget makannya suka tambahin essusu pesen starbucks fore kafe lokal mentok kepala pusing ma mode geter tidur pas malam kopi bikin menangis sumpah,positive,2
04/2024,Tuku &amp; fore,tuku amp fore,negative,0
06/2024,Download app fore pake referral diskon 50% kaa. 15ribuan udah dapet butterscotch sea salt latte,download app fore pakai referral diskon 50 kaa 15ribuan butterscotch sea salt latte,positive,2
04/2024,"1. fore (variatif kopinya tapi enak2) 2. point coffee (variatif, murah, enak!) 3. tuku (murah, basic) 4. tomoro (murah sering promo, enak) 5. kopken (strong) 6. fami (murah, oklah) 7. kulo (kopinya ok aja tp cookies & cream nya best!) 8. kopi soe 9. janjiw (b aja)",1 fore variatif kopinya enak2 2 point coffee coffee variatif murah enak 3 tuku murah basic 4 tomoro murah promo enak 5 kopi kenangan strong 6 fami murah oklah 7 kulo kopinya ok cookies cream nya best 8 kopi soe 9 janjiw b,positive,2
01/2024,"Fore itu ads beraps cup, Kak? Ada yang punya daftar menunya? Saya mutasi poin dan kenangan.",fore ads beraps cup kak daftar menunya mutasi poin kenangan,neutral,1
05/2024,Point jco fore jagoanku,point coffee jco fore jagoanku,positive,2
10/2024,WIL LAMA GA FORE IH @hartautangmodal,wil fore ih,neutral,1
04/2024,"Tuku, arabica, fore, point",tuku arabica fore point coffee,neutral,1
05/2024,"tomoro, fore, tuku",tomoro fore tuku,neutral,1
04/2024,tuku (kopi susu tetangga) fore (butterscotch sea salt latte) famima (kopi susu keluarga) kopken (kopi kenangan mantan) jago (lupa pokoknya yg aren),tuku kopi susu tetangga fore butterscotch sea salt latte famima kopi susu keluarga kopi kenangan kopi kenangan jago lupa pokoknya aren,positive,2
01/2024,GW ABIS BELI FORE AAAAAAAA,habis beli fore aaaaaaaa,positive,2
05/2024,1. Djournal 2. Fore 3. Tuku ketiganya juara di level thicknessnya.,1 djournal 2 fore 3 tuku ketiganya juara level thicknessnya,positive,2
09/2024,AAAHHHH MAU FORE,aaahhhh fore,negative,0
11/2024,bukanya fore dekat rumah ternyata juga wujud berkah,bukanya fore rumah wujud berkah,positive,2
03/2024,Macha fore sedunia berapa kak?,macha fore sedunia kak,negative,0
04/2024,"Tuku, point coffee, dan foree",tuku point coffee coffee foree,positive,2
05/2024,AKUUUUU TIAP HARI BELI FORE,akuuuuu beli fore,negative,0
05/2024,yang jelas gue suka ga jadi beli fore gara-gara ga bisa cash. Akhirnya gue geser ke excelso.,suka beli fore garagara cash geser excelso,negative,0
01/2024,Kamu harus coba buttercream choco mint nya fore!! Terbaiik ituuu! Kalo mau minuman yg nyegerin cobain hibiscus lychee peach yakult nyaa,coba buttercream choco mint nya fore terbaiik ituuu minuman nyegerin cobain hibiscus lychee peach yakult nyaa,positive,2
12/2024,Aku beli fore junior ga dikasi stiker,beli fore junior dikasi stiker,neutral,1
11/2024,Fore enak juga Kalau di pekanbaru matcha taru super enak pwoll sama leton juga mayan sih,fore enak pekanbaru matcha taru super enak pwoll leton mayan sih,positive,2
11/2024,"point, kopken, fore tp yg less sugar semua",point coffee kopi kenangan fore gula,negative,0
04/2024,"Belum nyoba semua sih, tapi sejauh ini aku suka fore",nyoba sih suka fore,positive,2
04/2024,"fore seenak itu, apalagi butterscoth sea salt latte",fore seenak butterscoth sea salt latte,positive,2
09/2024,NASI GORENG NOTARIS (tidak di sarankan dateng wktu lagi laper) gudeg mercon bu tinah di tugu (buka nya malem jam set 10) sate ratu OLIVE WOI HARUS COBA langganan bgt yg di jakal blkg fore ROKA RAMEN ( harganya murce mana enak) golden geisha,nasi goreng notaris sarankan dateng wktu laper gudeg mercon bu tinah tugu buka nya malam jam set 10 sate ratu olive woi coba langganan banget jakal blkg fore roka ramen harganya murce enak golden geisha,positive,2
04/2024,1. Fore 2. Sebelas Coffe (jogja) 3. Couvee jogja 4. Kopi kenangan,1 fore 2 sebelas coffe jogja 3 couvee jogja 4 kopi kenangan,positive,2
09/2024,1. fore 2. tuku 3. kopi bawah tangga 4. calf 5. point,1 fore 2 tuku 3 kopi tangga 4 calf 5 point coffee,positive,2
05/2024,"wow kak fore jg dinikmati dgn setia https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",wow kak fore dinikmati setia requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,positive,2
04/2024,tuku fore udh paling the best,tuku fore udah best,positive,2
01/2024,"Fore, point coffee, janjiw, kopi kenangan aku lebih sering di 4 ini nder",fore point coffee coffee janjiw kopi kenangan 4,positive,2
02/2024,"Point coffee: latte Tomoro: blm pernah Fore: blm pernah Haus: thaitea Es.Teh Indonesia: thaitea juga Maaf minuman yg aku minum ya klo gk kopi, thaitea, milk tea, es teh, es jeruk, es coklat aja",point coffee coffee latte tomoro fore haus thaitea esteh indonesia thaitea maaf minuman minum iya gk kopi thaitea milk tea es kakak perempuan es jeruk es coklat,positive,2
04/2024,1. Point 2. Janji jiwa 3. Fore,1 point coffee 2 janji jiwa 3 fore,negative,0
05/2024,"TUKU, CALF, MAKMUR JAYA (BANDUNG AREA ONLY), FORE, FLASH COFFEE SAMA SEBELAS COFFEE AKA 11/11 (KALAU TUGAS KE JOGJA)",tuku calf makmur jaya bandung area only fore flash coffee sebelas coffee dikenal 1111 tugas jogja,neutral,1
04/2024,kopi kenangan oke sih... fore jg soalnya banyak promo WKWKWK,kopi kenangan oke sih fore promo wkwkwk,positive,2
05/2024,"Fore, Tuku, Kopi kenangan (tergantung store ada yg enak ada yg engga)",fore tuku kopi kenangan tergantung store enak engga,positive,2
04/2024,"fore, famima, tuku",fore famima tuku,neutral,1
09/2024,"sblmnya selalu pesan butterscotch sea salt latte, tp semenjak lambung ku ga kuat, beralih ke fore junior dgn menu yg hampir sm tp tanpa kopi",sblmnya pesan butterscotch sea salt latte semenjak lambung ku kuat beralih fore junior menu hampir kopi,positive,2
03/2024,"Aku prefer Fore, nder. Kalau makanan keknya cheesecake enak deh",prefer fore makanan kayaknya cheesecake enak deh,positive,2
05/2024,tuku fore famima,tuku fore famima,positive,2
01/2024,"fore, janjiw, kopken, point coffe. banyak nder coffe shop tuhhhh. kamu dom mana btw",fore janjiw kopi kenangan point coffee coffe coffe shop tuhhhh dom ngomong-ngomong,positive,2
12/2024,"nama samaran.. di fore dulu pesan ny di aplikasi yg namanya ""justin bieber"" jadi pas dipanggil pegawai fore nya mana pake mic ""atas nama Justin Bieber"" ‍‍‍",nama samaran fore pesan ny aplikasi namanya justin bieber pas dipanggil pegawai fore nya pakai mic nama justin bieber,negative,0
04/2024,Fore bisanya d app nya banyak promo,fore bisanya app nya promo,positive,2
05/2024,"Kopi kenangan, fore, collective",kopi kenangan fore collective,negative,0
07/2024,kak ini di aplnya fore kah?,kak aplnya fore,neutral,1
08/2024,sbnrnya lebih suka non coffe yg fore junior milk oreo cmn gabisa di upsize,sbnrnya suka non coffe fore junior milk oreo cmn gabisa upsize,positive,2
05/2024,"2 merk yg jadi favorit si Opal Coffee (di rumah jg pakai ini kalau bikin sendiri) & Fore. Fore lebih mihil, tp kalau beli yg 1 liter kdg ada promo jd +/- 120rb dpt 2 liter.",2 merk favorit si opal coffee rumah pakai bikin fore fore mihil beli 1 liter kdg promo 120rb 2 liter,positive,2
04/2024,fore ga pernah karna katanyah mahal..,fore katanyah mahal,positive,2
07/2024,"Fore sama belikopi, waktu jajannya menyesuaikan kondisi dompet wkwkwk",fore belikopi jajannya menyesuaikan dompet wkwkwk,neutral,1
04/2024,Kopken sih. Tiap minggu pasti beli :3 Kalo fore belum nemu yang cocok rasa kopinya.,kopi kenangan sih beli 3 fore nemu cocok kopinya,positive,2
04/2024,"udah pernah nyobain semua kecuali arabika, dan versi gue : tuku, fore, point",nyobain arabika versi tuku fore point coffee,positive,2
06/2024,Ikutan. Aku kalau ga minum fore dalam seminggu kayaknya bisa gila,ikutan minum fore dalam seminggu kayaknya gila,negative,0
04/2024,"fore kalo lagi pengen kopi yang creamy dan manis, kopken kalo lagi pengen yang kopinya kerasa bgt (juwara beansnya ), point kalo pengen kombinasi keduanya",fore pengen kopi creamy manis kopi kenangan pengen kopinya kerasa banget juwara beansnya point coffee pengen kombinasi keduanya,positive,2
04/2024,Tuku kenangan fore calf tomoro,tuku kenangan fore calf tomoro,positive,2
05/2024,Iyaa sebagai orang yg gasuka kopi ini termasuk bisa w minum sampe separoh wkwkwk qeren fore,iyaa gasuka kopi minum separoh wkwkwk qeren fore,positive,2
11/2024,"Njir paling ngecafe, sudah coba matcha e fore??",njir ngecafe coba matcha e fore,negative,0
03/2024,di bungkus nasi rames telor sama satu kopi fore,bungkus nasi rames telor kopi fore,positive,2
09/2024,"fore jugaaa, yg buttercream latte",fore jugaaa buttercream latte,neutral,1
