Date,Text,Text Normalization,Sentimen
07/2024,Kopken!!! Gatau kenapa point deket rumahku kureng.. enakan yg di kota ;(,kopi kenangan gatau point coffee deket rumahku kureng enakan kota,positive
07/2024,Matcha point manis doang bjir tp enak tp manis doangg kopken belum cobaa. Matcha fore oke sih gaterlalu rumput bgt tp ada rumputnya tp ga rumput bgt paham gasi,matcha point coffee manis doang bjir enak manis doangg kopi kenangan cobaa matcha fore oke sih gaterlalu rumput banget rumputnya rumput banget paham gasi,positive
07/2024,Point hehe. Matcha kopken terlalu matcha rasanya pahit tpi enak kok tetep,point coffee he matcha kopi kenangan matcha pahit enak tetep,negative
07/2024,Enaknya punya kopken sih sejauh ini,enaknya kopi kenangan sih,positive
07/2024,"Kalo matcha frappe lebih enak kopken, paitnya masih berasa.",matcha frappe enak kopi kenangan paitnya berasa,positive
07/2024,"pointt, gatau sii kalau kopken gaperna coba wkwk",pointt gatau sii kopi kenangan gaperna coba wkwk,negative
07/2024,"Yesss, justru matchanya Kopken itu yang lebih matcha banget",yesss matchanya kopi kenangan matcha banget,positive
07/2024,"Kopken dong. Lebih berasa matchanya, mirip FamiMart.",kopi kenangan berasa matchanya mirip famimart,positive
07/2024,"kopken less sugar, beuh ajib kerasa pait matcha nya. kalo point masih manis walaupun less sugar",kopi kenangan gula beuh ajib kerasa pait matcha nya point coffee manis gula,positive
07/2024,Kopken gasihhh,kopi kenangan gasihhh,positive
07/2024,kopken tu matchanya aneh gt gatau knp kalo dilidah gw. point enak tp suka kemanisan. gw lbh suka lawson atau famima,kopi kenangan tu matchanya aneh gatau dilidah point coffee enak suka kemanisan lbh suka lawson famima,positive
07/2024,KOPKEN!!!! asli keciwi berat sama matcha point menurutku gak ada matcha matcha nya plus manis poll,kopi kenangan asli keciwi matcha point coffee menurutku gak matcha matcha nya plus manis poll,positive
07/2024,"Kopken belom pernah coba kayaknya. Tapi point matcha nya kurang berasa. Kalo di bandingin sama family mart, masih mending matcha nya famicafe. Ntar coba yg kopken, biar bisa bandingin enakan mana sama fami cafe",kopi kenangan coba kayaknya point coffee matcha nya berasa bandingin family mart matcha nya famicafe coba kopi kenangan biar bandingin enakan fami cafe,positive
07/2024,point maniss bgt wkwkw tapi blm pernah coba matcha kopken,point coffee maniss banget wkwkw coba matcha kopi kenangan,positive
07/2024,Kopken sebab masih ada pahitnya,kopi kenangan pahitnya,negative
07/2024,Kopken big no kl matcha krn rasanya kek witch Potions,kopi kenangan big matcha witch potions,negative
07/2024,Kopken less sugar enak bgt!!!,kopi kenangan gula enak banget,positive
07/2024,kopken harganya gak beda jauh,kopi kenangan harganya gak beda,positive
07/2024,Kopken kayaknya belum pernah coba tpi kalo point tuh definisi matcha yaa matcha,kopi kenangan kayaknya coba point coffee tuh definisi matcha yaa matcha,negative
07/2024,Kawanku malah lebih suka matcha kopken,kawanku suka matcha kopi kenangan,positive
07/2024,kopken. point krg brasa matcha nya,kopi kenangan point coffee krg brasa matcha nya,positive
07/2024,"Kopken tp pesennya less sugar, kalo point matchanya gaada pait²nya",kopi kenangan pesennya gula point coffee matchanya uang paitnya,positive
07/2024,"Kopken blm pernah beli, tp match point enak sih pass buat yg gak terlalu suka pait di matcha",kopi kenangan beli match point coffee enak sih pass gak suka pait matcha,positive
07/2024,"Kopken no sugar Entah deh mungkin di daerahku aja ya, matchanya point ngga berasa matcha blas",kopi kenangan gula deh mungkin daerahku matchanya point coffee berasa matcha blas,positive
07/2024,"blm nyoba point, tp matcha less sugar kopken enak bgttt kayak matcha paling matcha",nyoba point coffee matcha gula kopi kenangan enak bgttt kayak matcha matcha,positive
07/2024,kopken huhu point manis bgt,kopi kenangan huhu point coffee manis banget,positive
07/2024,"point, kalo kopken enaknya yg matcha aren less sugar",point coffee kopi kenangan enaknya matcha aren gula,positive
07/2024,kopi kenangan yang signature lebih enak dari pada yang biasa wkwk,kopi kenangan signature enak wkwk,positive
07/2024,"kopken, tapi yang less sugar",kopi kenangan gula,positive
07/2024,"Kopken kalo normal sugar itu manis bangett ga kuat habisinnya. Point juga manis, enak di mulut tapi bikin ga enak tenggorokan",kopi kenangan normal gula manis bangett kuat habisinnya point coffee manis enak mulut bikin enak tenggorokan,positive
07/2024,"both, tergantung mood. klo lagi pengin rasa matcha yg 'lebih matcha' pilih kopken, klo lagi pengin yg 'light' pilih point",both tergantung mood pengin matcha matcha pilih kopi kenangan pengin terang pilih point coffee,positive
07/2024,kopken yg no sugar,kopi kenangan gula,neutral
07/2024,"Kopken for sure, point punya MANIS BGT",kopi kenangan for sure point coffee manis banget,neutral
07/2024,Kopken Klo point tuh lebih menang rasa gulanya drpd matchanya. Rekom buat menu point tuhh caramel Crunchy,kopi kenangan point coffee tuh menang gulanya matchanya rekom menu point coffee tuhh caramel crunchy,positive
07/2024,gabisa milih sih kopken enak tapi kemanisan point coffee enak jg tapi kurang nendang matchanya,gabisa milih sih kopi kenangan enak kemanisan point coffee coffee enak nendang matchanya,positive
07/2024,kopken plisss dia dupe nya sbux bgt,kopi kenangan plisss dupe nya starbucks banget,positive
07/2024,Belum pernah nyoba matcha kopken,nyoba matcha kopi kenangan,negative
07/2024,kopken lansng cocok,kopi kenangan lansng cocok,positive
07/2024,Kopken tapi namanya macthaaaa tetap,kopi kenangan namanya macthaaaa,positive
07/2024,Kopken less sugar. Point coffee terlalu manis,kopi kenangan gula point coffee coffee manis,positive
07/2024,kopken less/no sugar best bgt nder hahaha,kopi kenangan lessno gula best banget hahaha,positive
07/2024,"aku apapun tim kopken, kurang cocok aja sm point",apapun tim kopi kenangan cocok point coffee,negative
07/2024,Kopken matchanya enak banget jrit,kopi kenangan matchanya enak banget jrit,positive
07/2024,"matchanya kopken terlalu ori alias rumput bgt coyyy tp enak dia wangi dan pahit, kesalahanku waktu itu adalah belinya kopi mix matcha dobel combo menyiksa kalo point maniiiis tp enak si tp ga strong",matchanya kopi kenangan ori alias rumput banget coyyy enak wangi pahit kesalahanku belinya kopi mix matcha dobel combo menyiksa point coffee maniiiis enak si strong,positive
07/2024,Kopken kafein matchanya lebih tinggi,kopi kenangan kafein matchanya,negative
07/2024,"Point lah, kopken gula doang",point coffee kopi kenangan gula doang,negative
07/2024,Point wkwkwk apes gw kopken manis manis bgt ngent,point coffee wkwkwk sial kopi kenangan manis manis banget ngent,negative
07/2024,kopken matcha nya lebih kerasa apalagi less sugar,kopi kenangan matcha nya kerasa gula,positive
07/2024,blm pernah kopken,kopi kenangan,neutral
07/2024,Kopken sih yg less sugar ya pahitnya masih kerasa dan itu yg bikin enak,kopi kenangan sih gula pahitnya kerasa bikin enak,positive
07/2024,kopken point manis bgt,kopi kenangan point coffee manis banget,positive
07/2024,KOPKEN LESS SUGAR ENAK BGT!!!,kopi kenangan gula enak banget,negative
07/2024,kopken yg less sugar sumpa deh cobain,kopi kenangan gula sumpa deh cobain,positive
07/2024,Belum nyoba yang kopken tapi katanya enak,nyoba kopi kenangan enak,positive
07/2024,"Kopken!! Matcha dia terbaik parah, apalagi yg store nya deket kantor aku tu lebih enak drpada store lainnya gatau kenapaa",kopi kenangan matcha terbaik parah store nya deket kantor tu enak drpada store gatau kenapaa,positive
07/2024,ak suka matcha yg pait tp yg kopken trlalu pait di lidah akuu jdi lebih pilih point walau kurang berasaa,suka matcha pait kopi kenangan pait lidah akuu pilih point coffee berasaa,positive
07/2024,Point manis banget kopken juga sekarang berasa lebih manis,point coffee manis banget kopi kenangan berasa manis,positive
07/2024,"Point Walaupun ak setiap hari ngopi di kopken, tapi point my love",point coffee ngopi kopi kenangan point coffee my love,positive
07/2024,Kopken lebih strong matchanyaa,kopi kenangan strong matchanyaa,positive
07/2024,"point, kopken kurang berasa match nya",point coffee kopi kenangan berasa match nya,negative
07/2024,Kopken no sugar udh mantep bangeettt!!!,kopi kenangan gula udah mantap bangeettt,positive
07/2024,"kopken sih, tp btw ak ko gaperna dpt cup itu yah",kopi kenangan sih ngomong-ngomong ko gaperna cup yah,neutral
07/2024,"murceee, dibanding cookies kopken harganya beda tivisss",murceee dibanding cookies kopi kenangan harganya beda tivisss,positive
07/2024,jadi pengen coba kopken,pengen coba kopi kenangan,positive
07/2024,kopken karena ada paitnya,kopi kenangan paitnya,neutral
07/2024,"hmmzz aku suka kopken sih, point juga enakk cuma kdg kurang berasa matchanya",hmmzz suka kopi kenangan sih point coffee enakk kdg berasa matchanya,positive
07/2024,point cocok rasanya ketimbang yang kopken,point coffee cocok ketimbang kopi kenangan,positive
07/2024,"belum rasa yang di Point, tp kopken enak banget coyy karna aku tau bubuk matcha yang mahal dan enak itu yang bagaimana",point coffee kopi kenangan enak banget coyy bubuk matcha mahal enak,positive
07/2024,"Kopi kenangan, Matcha Espresso",kopi kenangan matcha espresso,positive
07/2024,Kopken no sugar. Yg less aja msh kemanisan,kopi kenangan gula kemanisan,negative
07/2024,"ak cuma pernah nyobain yg kopken, bjirr rill pait beneran kyk rumput, kalo suka tipe matcha yg pahit mending beli kopken",nyobain kopi kenangan bjirr rill pait beneran rumput suka tipe matcha pahit beli kopi kenangan,negative
07/2024,Kopken baru point. Tapi let see point tp less sugar,kopi kenangan point coffee let see point coffee gula,negative
07/2024,"blm pernah coba kopken, tp terakhir beli point tuh kek anyep rasanya gada manis gada pahit",coba kopi kenangan beli point coffee tuh anyep gada manis gada pahit,positive
07/2024,poiiiinttt!!! kalo yang kopken juga enak tapi harus less sugar,poiiiinttt kopi kenangan enak gula,negative
07/2024,"Kopken blum coba, tapi point coffee rilllllll wuenakk",kopi kenangan coba point coffee coffee rilllllll wuenakk,positive
07/2024,Kopken yg matchapresso less sugar enakk,kopi kenangan matchapresso gula enakk,positive
07/2024,Point. Kopken kayak rumput,point coffee kopi kenangan kayak rumput,negative
07/2024,Point si. Kopken kek manis banget pdahak minta less sugar. Tapi kata orang” kalo mau request mending yang no sugar/? Ga manis dong,point coffee si kopi kenangan manis banget pdahak gula request gula manis,negative
07/2024,Nder hrs cobain matcha nya shell deli 2 go lebih enak dr point kopi menurutku. Kalo kopken blm pernah nyoba sih,cobain matcha nya shell deli 2 go enak dr point coffee kopi menurutku kopi kenangan nyoba sih,positive
07/2024,"kopken less sugar, rumputnya ada bgt",kopi kenangan gula rumputnya banget,negative
07/2024,kopken yang less sugar,kopi kenangan gula,positive
07/2024,"poin terlalu maniss sih, so far aku lebih sukaa matcha kopken",poin maniss sih so far sukaa matcha kopi kenangan,positive
07/2024,"kopken, less sugar tp",kopi kenangan gula,positive
07/2024,"belum perna coba point, tp oat matcha kopken enak bgttt, jd ga penasaran ama matcha dr brand lain",perna coba point coffee oat matcha kopi kenangan enak bgttt penasaran matcha dr brand,positive
07/2024,aku cocok kopken,cocok kopi kenangan,positive
07/2024,"KOPKEN. SMSNSMDJSKS KOPKEN MATCHAMYA MASIH JUARA BGTTTT BLM ADA YANG NGALAHIIINNN. matcha point tu kurang berasa buat aku, mungkin karena campurannya banyak ya? kalo kopken beneran enaaaaak bgt, cobain oatside matcha latte no sugar, dijamin lidah km dimanjain bgt sama matchanya",kopi kenangan smsnsmdjsks kopi kenangan matchamya juara bgtttt ngalahiiinnn matcha point coffee tu berasa mungkin campurannya kopi kenangan beneran enaaaaak banget cobain oatside matcha latte gula dijamin lidah dimanjain banget matchanya,positive
07/2024,"Belum pernah nyoba yg kopken, tapi yg point aku sukaaa",nyoba kopi kenangan point coffee sukaaa,positive
07/2024,"Kalo pengen matcha banget kopken, kalo pengen matcha 'gula' ya point",pengen matcha banget kopi kenangan pengen matcha gula point coffee,negative
07/2024,"kopken, matchanya lebih pahit",kopi kenangan matchanya pahit,negative
07/2024,kopken!!!!!!!! enak bgttt emng si yg point juga enak tp KOPKEN!,kopi kenangan enak bgttt memang si point coffee enak kopi kenangan,positive
07/2024,kopken tp less sugar,kopi kenangan gula,positive
07/2024,"kopken, matcha poin masih manis bgt mnurutku",kopi kenangan matcha poin manis banget mnurutku,positive
07/2024,"Kopken no sugar the best sih so far, tapi belum coba yang punya point coffee juga :/",kopi kenangan gula best sih so far coba point coffee coffee,positive
07/2024,"kopken matcha nya enaaakk banget. pas nyoba point, b aja.",kopi kenangan matcha nya enaaakk banget pas nyoba point coffee b,positive
07/2024,"sebagai barista kopken, saya merasa terpanggil hahahhaha",barista kopi kenangan terpanggil hahahhaha,positive
07/2024,"lupa yg rasanya kopken, seringnya beli di point tapi half sugar",lupa kopi kenangan beli point coffee half gula,positive
07/2024,kopken less sugar lebih kerasa paitnya,kopi kenangan gula kerasa paitnya,positive
07/2024,"kopken lah coy, point mah udah minta less bahkan no sugar aje masih manis parah.",kopi kenangan coy point coffee mah gula aje manis parah,negative
07/2024,"Iuhh, kopken matcha ga enak woi ! Klo kopinya okelah",iuhh kopi kenangan matcha enak woi kopinya okelah,negative
07/2024,Kopken Tapi diluar itu suka Matcha cloud Tomoro,kopi kenangan diluar suka matcha cloud tomoro,positive
07/2024,Point lah. Kopi kenangan terlalu manis,point coffee kopi kenangan manis,positive
07/2024,"belum pernah coba punya kopken, tp point enak",coba kopi kenangan point coffee enak,positive
07/2024,"Point belom pernah, tapi kopken enak parahh",point coffee kopi kenangan enak parahh,positive
07/2024,Kopken enak bgtttttt,kopi kenangan enak bgtttttt,positive
07/2024,"kopken lahhh, point mah manis doang ga ada matcha matchanyaa",kopi kenangan lahhh point coffee mah manis doang matcha matchanyaa,negative
07/2024,"Nyoba yg point masih kayak susu rasa macha. Moga aj kopken rasa macha nya keluar, jadi pengen malah abis liat pic. Tapi rasa macha terbaik yg pernah saya minum ad di Kafe nya Umbul Sidomukti, Bandungan. Mana jauh lagi klo mau beli",nyoba point coffee kayak susu macha moga kopi kenangan macha nya keluar pengen habis lihat pic macha terbaik minum kafe nya umbul sidomukti bandungan beli,positive
07/2024,Kopken pilih less sugar kak,kopi kenangan pilih gula kak,neutral
07/2024,"Kopte, kopken atau tuku. Tergantung tempat sih, kalo di kampus kopte, kalo dikos ya kopken, kalo lg jalan gt biasanya tukh",kopte kopi kenangan tuku tergantung sih kampus kopte dikos kopi kenangan jalan tukh,positive
07/2024,"Org2 bilang tuku enak bgt. Tapi gatau knpa , aku kurang suka. Udah kecantolnya kopken , yg kenangan mantan",orang-orang bilang tuku enak banget gatau suka kecantolnya kopi kenangan kenangan,negative
07/2024,"lupa rasanya, tp kayaknya enak kopken deh. lebih mantep rasa matcha-nya",lupa kayaknya enak kopi kenangan deh mantap matchanya,positive
07/2024,Kopken reguler tapi Yang less sugar enak banget,kopi kenangan reguler gula enak banget,positive
07/2024,pengen cobain kopken kelupaan mulu,pengen cobain kopi kenangan kelupaan melulu,positive
07/2024,"Kopken, gula 10% behhh enakkkk bgt",kopi kenangan gula 10 behhh enakkkk banget,positive
07/2024,menurutku enak sih karena kerasa bgt kopinya tapi aku lebih suka kopken sih wklwkwkw,menurutku enak sih kerasa banget kopinya suka kopi kenangan sih wklwkwkw,positive
07/2024,Aku suka 22nya. Kopken lbh kerasa matchanya tp too sweet pgn nyoba yg less sugar tp takut kurang manis hahaha klo matcha point kyk comfort gitu,suka 22nya kopi kenangan lbh kerasa matchanya too sweet nyoba gula takut manis hahaha matcha point coffee comfort,positive
07/2024,Belum ngerasain kopken,ngerasain kopi kenangan,negative
07/2024,kopken. point masih terlalu manis walaupun less sugar,kopi kenangan point coffee manis gula,negative
07/2024,"*26k deng skrg wkwk. Jadi mahal janji jiwa njirr, sama2 milo bisa goyang ke kopken atau chatime menu reguler",26k deng wkwk mahal janji jiwa njirr sama2 milo goyang kopi kenangan chatime menu reguler,negative
07/2024,"Klo aku pgn yg ada manisnya pst point tpi half sugar atau no sugar tpi enakan tomoro, klo mau cup yg gede ya kopken, matchanya fore jg enak",manisnya point coffee half gula gula enakan tomoro cup gede kopi kenangan matchanya fore enak,positive
07/2024,Belum nyoba yg point si tp kopken sejauh ini enak,nyoba point coffee si kopi kenangan enak,positive
07/2024,"Tergantung kondisi duit, klo hemat beli yummy coffee Kalo ga, beli kopken sama tomoro wkwk",tergantung duit hemat beli yummy coffee beli kopi kenangan tomoro wkwk,positive
07/2024,"jd keinget aku minum matcha kopken no sugar yg large, besoknya pas bab warnanya ijo muda kayak matcha susu",keinget minum matcha kopi kenangan gula large besoknya pas bab warnanya ijo muda kayak matcha susu,positive
07/2024,ko bisaa? aku sering minum kopken matcha/greentea tapi ga jadi warna ijo juga pupinyaa,ko bisaa minum kopi kenangan matchagreentea warna ijo pupinyaa,negative
07/2024,"gatauuu, pacarku jg cerita dia hbs minum kopken matcha kayak gitu juga, makanya agak trauma tp enak bgt pdahal",gatauuu pacarku cerita hbs minum kopi kenangan matcha kayak agak trauma enak banget pdahal,positive
07/2024,"Aku sering bgt bikin dupenya Kopi Dolce kopken, cmn pake kopi nescafe atau indocafe, fresh milk (greenfield) sm condensed milk, rasanya jd creamy bgtt enakkkk. Kl lg pengen yg manis2, pake susu ultra yg strawberry sm kopi item juga enakkk",banget bikin dupenya kopi dolce kopi kenangan cmn pakai kopi nescafe indocafe fresh milk greenfield condensed milk creamy bgtt enakkkk pengen manis2 pakai susu ultra strawberry kopi hitam enakkk,positive
07/2024,Apalagi soft cookies kopken enak bgttttt bgttt,soft cookies kopi kenangan enak bgttttt bgttt,positive
07/2024,"hiks point lewat mulu, mff y ak selingkuh ke kopken bntr",hiks point coffee melulu mff selingkuh kopi kenangan bntr,negative
07/2024,kopken selalu promo diskon 25k kalo pake blu,kopi kenangan promo diskon 25k pakai blu,positive
07/2024,lebih berasa kopinya di kopken,berasa kopinya kopi kenangan,positive
07/2024,Kopken lah ambil yg jumbo 20rbu,kopi kenangan ambil jumbo 20rbu,neutral
07/2024,"famima. kopken sebenernya enak, taapi aku gabisa, deg degan abis minum kopken T_T",famima kopi kenangan sebenernya enak taapi gabisa deg degan habis minum kopi kenangan tt,positive
07/2024,KSK Fami or Kopken beli di app nya -> pick up biar lebih murah,ksk fami or kopi kenangan beli app nya pick up biar murah,neutral
07/2024,"Family mart ada diskon sampe tgl 31, KSK yg large 15rb. Kopken ga ada promo. Indomaret point juga hr ini terakhir promo 15rb yg himalayan butter",family mart diskon tanggal 31 ksk large 15rb kopi kenangan promo indomaret point coffee promo 15rb himalayan butter,neutral
07/2024,"aku pas awal minumnya kopi kenangan mantan less sugar. yang creamy aren latte juga nyaman. atau kopi susu keluarga family mart, itu oke nder ga bikin mual.",pas awal minumnya kopi kenangan gula creamy aren latte nyaman kopi susu keluarga family mart oke bikin mual,positive
07/2024,"Famima oke, kopken lbh oke",famima oke kopi kenangan lbh oke,positive
07/2024,Kopken lup wkwkw,kopi kenangan lup wkwkw,negative
08/2024,"Kopken yang kopsus mantan, Starbucks yang scm, Titik Koma aku lupa dan yang terakhir Disaat ngopi yang sea salt versi murahnya",kopi kenangan kopsus starbucks scm titik koma lupa disaat ngopi sea salt versi murahnya,positive
08/2024,Lg suka kopken,suka kopi kenangan,positive
08/2024,kopken sama haus biasanya mah,kopi kenangan haus mah,positive
08/2024,"Esbatu, kopi kenangan yg botol original black coffe ditambah oatside milk yg barista blend trs pakein gula cair secukupnya, MANTUL",esbatu kopi kenangan botol original black coffe ditambah oatside milk barista blend pakein gula cair mantul,positive
08/2024,"-5 sendok (aku pake sendok sambel kecil) kapal api classic -200 ml ultramilk karamel Ultramilknya dipanasin sampe mendidih trs tuang ke kopi. Klo yg suka manis boleh pake yg ultramilk mocca, tp aku ga suka manis jd pake karamel udh pas kek beli coffe latte di kopi kenangan/fore",5 sendok pakai sendok sambel kecil kapal api classic 200 ml ultramilk karamel ultramilknya dipanasin mendidih tuang kopi suka manis pakai ultramilk mocca suka manis pakai karamel udah pas beli coffe latte kopi kenanganfore,positive
08/2024,"Iya kaak sesimpel ituu Aku biasanya pake kelapa tua, tp kelapa muda jg okeee biasanya lebih manis Dulu di kopken juga ada menu ini, mereka pake hydro coco",iya kaak sesimpel ituu pakai kelapa tua kelapa muda okeee manis kopi kenangan menu pakai hydro coco,positive
08/2024,tor*bik* creamy latte sedikit air panas campur es batu rasanya 11 12 sama kopken. mungkin klo ditambah susu uht bakal lebih gurih,torbik creamy latte air panas campur es batu 11 12 kopi kenangan mungkin ditambah susu uht gurih,positive
08/2024,"Bener, di kopken juga ada tp udh discontinued jg ganti jd roasted coconut coffee tp rasanya bedaaa ga seseger ini",benar kopi kenangan udah discontinued ganti roasted coconut coffee bedaaa seseger,negative
08/2024,aku suka tuku tp karna storenya jauh aku lebih milih kopken,suka tuku storenya milih kopi kenangan,positive
09/2024,i love matcha tapi prefer matcha nya kopken jdi kalo ke fore yaa butterscoth kalo ga cappucino caramel?,i love matcha prefer matcha nya kopi kenangan fore yaa butterscoth cappucino caramel,positive
09/2024,"iya soalnya pake biji kopi arabica,kalo robusta coba ke coffeeshop lain di kopken setau gw ada yg robusta",iya pakai biji kopi arabicakalo robusta coba coffeeshop kopi kenangan setau robusta,positive
09/2024,Oh ini toh kopken yang baru,kopi kenangan,negative
09/2024,Aku suka keju. Jadi happy bgt ada varian cheese nya kopken,suka keju bahagia banget varian cheese nya kopi kenangan,positive
09/2024,"udahhhh, kopken cloud caramel machiato hari iniii",udahhhh kopi kenangan cloud caramel machiato iniii,negative
09/2024,"tiap hari gua beli kalo ga point, kopken, apa tuku. kalo dipikir 25rb an untuk kopi masih lumayan yak tapi kalo kaga ngopi pusing dah.",beli point coffee kopi kenangan tuku dipikir 25rb an kopi lumayan yak ngopi pusing deh,negative
09/2024,capuccino nya kopken,capuccino nya kopi kenangan,positive
09/2024,"tuku, kopi djadoel, kopken",tuku kopi djadoel kopi kenangan,neutral
09/2024,"tuku: kopi susu tetangga fore: pandan latte, salted caramel mocha, berry manuka americano kopi kenangan: kenangan mantan, mocha family mart: kopi susu keluarga",tuku kopi susu tetangga fore pandan latte salted caramel mocha berry manuka americano kopi kenangan kenangan mocha family mart kopi susu keluarga,positive
09/2024,"1. Fore, based kopinya enak jadi ke semua varian kopinya enak 2. Sbucks, jujur aja emang enak sih kopi'nya 3. Kopken, ini sbenernya americanonya kurang banget sih tapi buat varian kopi susunya enak-enak 4. Point coffee, ini juga lumayan sih based kopinya",1 fore based kopinya enak varian kopinya enak 2 sbucks jujur enak sih kopinya 3 kopi kenangan sbenernya americanonya banget sih varian kopi susunya enakenak 4 point coffee coffee lumayan sih based kopinya,positive
09/2024,"tuku, fore, dan kopken sejauh ini",tuku fore kopi kenangan,positive
09/2024,"tubuhku ku yg aslam dan kena kafein langsung melek kalo minum point kopi saku dengan dolce latte atau kopken caramel macchiato kaa, kalo kakaknya ga aslam mending langsung americano point mayan si",tubuhku ku asam lambung kena kafein melek minum point coffee kopi saku dolce latte kopi kenangan caramel macchiato kaa kakaknya asam lambung americano point coffee mayan si,positive
09/2024,"kopken yg kenangan mantan/double shaken, fore yang butterscotch, couvee yang java sm everyday latte, cosan yng himalaya, tuku kopi tetangga, yang penting latte & creamy is + point",kopi kenangan kenangan mantandouble shaken fore butterscotch couvee java everyday latte cosan yng himalaya tuku kopi tetangga latte creamy is point coffee,positive
09/2024,"Sorry, exelso tetep dihati, kopi kenangan sama jokopi fav, poin coffe juga ga kalah enak, kopi tuku unnderrate yang ga bakal bisa diganti, fore buat main main, kopi calf kopi selingan lain. Selain brand yang itu buanyak banget kopi lokal yang enak juga.",maaf exelso tetep dihati kopi kenangan jokopi favorit poin coffe kalah enak kopi tuku unnderrate diganti fore main main kopi calf kopi selingan brand buanyak banget kopi lokal enak,positive
09/2024,udaahh!! dan emang enakk bgt wangi kopinya keluar bgt tapi ya itu harganya lumayan yaa jd balik lagi ke kopken,udaahh enakk banget wangi kopinya keluar banget harganya lumayan yaa kopi kenangan,positive
09/2024,"tergantung kondisi dompet, kalo lagi kaya fore kopken, kalo lagi missqueen nescafe dikasi creamer",tergantung dompet kaya fore kopi kenangan missqueen nescafe dikasi creamer,neutral
09/2024,"Itu kopken bisa, point coffee",kopi kenangan point coffee coffee,neutral
09/2024,"lawson, circle K, tuku, point, kopken, semua bisa deh. aku biasanya se tumbler sbu* itu bisa yg size regular di semua",lawson circle tuku point coffee kopi kenangan deh tumbler sbu size regular,positive
09/2024,Kopken Tuku Janjiw Point Coffee,kopi kenangan tuku janjiw point coffee coffee,positive
09/2024,Enaaakk pol menurutku ini versi kopken yg kenangan mantan tp lebih creamy. Mana pas masuk tuh bau kopinya enaaaakkkkk puol jgn lupa bawa tumblr sendiri mayan -3k hehe,enaaakk pol menurutku versi kopi kenangan kenangan creamy pas masuk tuh bau kopinya enaaaakkkkk puol lupa bawa tumblr mayan 3k he,positive
09/2024,"4/5 karena terlalu strong, 5/5 kopi kenangan",45 strong 55 kopi kenangan,negative
09/2024,tadi beli kopi kenangan tapi ga ada foto,beli kopi kenangan foto,neutral
09/2024,"gaiss, aku ga doyan kopi tapi fomo pengin minum kopi tolong dong rekomendasiin kopi yang gak bikin lambung berguncang, enakan tomoro, fore, kopken, atau janjiw. soalnya aku kalo minum kopi perutnya lgsg blubuk2",gaiss doyan kopi fomo pengin minum kopi rekomendasiin kopi gak bikin lambung berguncang enakan tomoro fore kopi kenangan janjiw minum kopi perutnya blubuk2,negative
09/2024,kopken caramel latte haduu tidak aku foto tapi,kopi kenangan caramel latte haduu foto,positive
09/2024,Ice mocha lattenya kopken nambah es krim vanilla karena kepingin mocha float k*c,ice mocha lattenya kopi kenangan nambah es krim vanilla mocha float kc,positive
09/2024,aakk kopken jg.. kenangan mantan,aakk kopi kenangan kenangan,positive
09/2024,Baru tdi cobain menu baru dri kopken buttercotch aren latte .bagi yg doyan kopi strong pas bngt ini,cobain menu kopi kenangan buttercotch aren latte doyan kopi strong pas banget,positive
09/2024,"nyicip butterscotch kopkennya paksu, jauh enakan fore asli",nyicip butterscotch kopkennya paksu enakan fore asli,positive
10/2024,"di beberapa gerai kopi kenangan, mereka ada jual soft cookies harganya 12rban/pc dan rasanya lumayan ok bgtt",gerai kopi kenangan jual soft cookies harganya 12rbanpc lumayan ok bgtt,positive
10/2024,"di dom mana, kak? di domku cookiesnya kopken start from 19ribuan/pcs dan rasanya kemanisan",dom kak domku cookiesnya kopi kenangan start from 19ribuanpcs kemanisan,positive
10/2024,woah thanks infonya bisa nih klo pas mampir kopken,woah terima kasih infonya pas mampir kopi kenangan,positive
10/2024,baru tau kopken ada cookies nya. di semua outlet kah ka? -ns,kopi kenangan cookies nya outlet kakak ns,positive
10/2024,lg suka kopken anjay,suka kopi kenangan anjay,positive
10/2024,maaf mending beli toastnya kopken,maaf beli toastnya kopi kenangan,neutral
10/2024,"Udah, 1st time nyobaik kopken butterscotch wkwk",1st time nyobaik kopi kenangan butterscotch wkwk,neutral
10/2024,"Gaperna beli gue, belinya kopken",gaperna beli belinya kopi kenangan,neutral
10/2024,"Guys nanya dong cara bikin salted caramel sirup tp dia bisa larut di kopi dingin itu resepnya gimana ya,gw pernah bikin tp konsistensinya gak berubah jadi dia ttp thick gt kalo kena air dingin meanwhile kalo liat di coffeeshop kaya kopken dia bakal larut",teman-teman bikin salted caramel sirup larut kopi dingin resepnya yagw bikin konsistensinya gak berubah thick kena air dingin meanwhile lihat coffeeshop kaya kopi kenangan larut,positive
10/2024,kopken sama pacarkuww,kopi kenangan pacarkuww,positive
10/2024,HAHAHA KOPI KENANGAN SELALU,hahaha kopi kenangan,negative
10/2024,"Aku GERD, jarang konsumsi kopi kalo gak pengen banget. Mentok cuma mampu minum kopken anjrit. Jantungnya langsung kayak mau lepas kalo minum sbux.",gerd jarang konsumsi kopi gak pengen banget mentok minum kopi kenangan anjing jantungnya kayak lepas minum starbucks,negative
10/2024,"americano enakkk, kopi kenangan mantan no sugar lovvv",americano enakkk kopi kenangan gula lovvv,positive
