Date,Text,Text Normalization,Label_Bert
06/2024,Gk valid di gue fore ttp bikin ngantuk kurang SETRONK,gk valid fore bikin ngantuk setronk,negative
06/2024,"Disini fore baru buka, bisa saranin menu menu yg recommended?",disini fore buka saranin menu menu recommended,neutral
06/2024,Ga prnah minum fore,prnah minum fore,negative
06/2024,surat terbuka untuk fore tolong adain milik crumble ukuran large karna aku secinta itu,surat terbuka fore adain crumble ukuran large secinta,neutral
06/2024,"Besok aku maw ketemu klien di fore, enakan milo atau almond choco ya? Choco nya pait kahhh? Aku gabisa ngopi soalnya",besok maw ketemu klien fore enakan milo almond choco iya choco nya pait kahhh gabisa ngopi,positive
06/2024,udah secinta itu sm fore.,secinta fore,negative
06/2024,ga nder di kota aku msh ada bbrp kopisyop yg lbh murah drpd fore,kota bbrp kopisyop lbh murah fore,positive
06/2024,"EH ANJIR IYA, AKU SKRIPSIAN LEBIH SUKA KE FORE",eh anjing iya skripsian suka fore,negative
06/2024,"Belum pernah nyobain fore, seenak itu kah?",nyobain fore seenak,positive
06/2024,"Mau nnya dong,btw fore bisa bayar pake cash ga ya?",nnya dongbtw fore bayar pakai cash iya,neutral
06/2024,yah disini gaada fore padahal penasaran bgt,yah disini uang fore penasaran banget,negative
06/2024,tp iya sih pas skripsian fore for life bgt,iya sih pas skripsian fore for life banget,positive
06/2024,Fore tuh emang mahal ya? Barusan masa abis 48k buat butterscotch sea salt ajah,fore tuh mahal iya barusan habis 48k butterscotch sea salt ajah,negative
06/2024,Entah kenapa iya soalnya kafenya enak buat nugas lama bgt wkwkwkwk mskipun agak boncoz krn lmyn pricey tp makasih fore telah membantu aku lulus,iya kafenya enak nugas banget wkwkwkwk mskipun agak boncoz lumayan pricey terima kasih fore lulus,positive
06/2024,"SEMUA MENU FORE ENAKKKK KAKKKK, kalo ga terlalu suka kopi bisa pesen fore junior",menu fore enakkkk kakkkk suka kopi pesen fore junior,positive
06/2024,"fore, tomoro, point, sm janjiw favorit gw",fore tomoro point coffee janjiw favorit,neutral
06/2024,ih jdi pgn fore lagii,ih fore lagii,neutral
06/2024,"ak bukan mahasiswa akhir, tp fore emng temen plus tempat terbaik buat nugas",mahasiswa fore memang teman plus terbaik nugas,positive
06/2024,pas pulang dan sepedaan kaget ada fore di Cilacap. tapi kemarin belum sempat nyoba karena balik lagi ke perantauan,pas pulang sepedaan kaget fore cilacap nyoba perantauan,positive
06/2024,Tp fore sama tuku emg enak bgt cuy,fore tuku memang enak banget cuy,positive
06/2024,"Ngga, dikotaku fore cuma ada 1 di mall taukan semahal apa jadinya gue skripsian di cafe lain",dikotaku fore 1 mall taukan semahal skripsian cafe,negative
06/2024,"mahasiswa akhir ga punya duit jir ke fore, habis buat ngeprint wkwkwkkw",mahasiswa duit anjing fore habis ngeprint wkwkwkkw,negative
06/2024,Betulll semenjak mulai skripsian jadi suka fore,betulll semenjak skripsian suka fore,positive
06/2024,"btul, ini kamis minggu lalu. kmrn juga baru dr fore lg wkwk",btul kamis dr fore wkwk,negative
06/2024,Gw 2x beli fore kok rasanya ga cocok ya sama lidah. Rasanya manis doang ga ada kopinya. Padahal beli yg varian kopi :)),2x beli fore cocok iya lidah manis doang kopinya beli varian kopi,negative
06/2024,tp fore emng enakkk,fore memang enakkk,positive
06/2024,Fore ditempatku rame bgtttttt jadi gaenak buat nugas disana,fore ditempatku ramai bgtttttt gaenak nugas disana,negative
06/2024,"Kalo aku nggak nder, ke fore cuma buat cari dosen utk ttd acc skripsi doang",fore cari dosen ttd accord skripsi doang,negative
06/2024,fore enak gasi guys? lmk kopi yang worth to try dan untuk di repurchase pleaseee,fore enak gasi teman-teman lmk kopi worth to try repurchase pleaseee,positive
06/2024,"btullll, pake apk fore nya dpt disc 50% btw lebih hematt",btullll pakai apk fore nya diskon 50 ngomong-ngomong hematt,positive
06/2024,"Dari awal buka blm coba fore karna aslam pdhal pngen banget cobain soalnya emg suka kopi, tapiii tapi",awal buka coba fore asam lambung pdhal pngen banget cobain memang suka kopi tapiii,positive
06/2024,"Mahasiswa skrg minumnya fore, aku dulu minumnya es kuwut depan kampus",mahasiswa minumnya fore minumnya es kuwut kampus,positive
06/2024,ihh itu fore matcha cream strawberry yaaa rasanya absurd menurutkuu wkwkkw,ihh fore matcha cream strawberry yaaa absurd menurutkuu tertawa,negative
06/2024,tajir amat mahasiswa skg minum ya fore..,kaya mahasiswa skg minum iya fore,negative
06/2024,"Keterlaluan si kalo ngga inget Pi, btw ke fore maksudnya??",si inget ngomong-ngomong fore maksudnya,negative
06/2024,"Iyaa, ak baru tau di tasik ada fore masa??",iyaa tasik fore,neutral
06/2024,"Kagak bejir, mahal fore enak tapi ngapa mahal bgt",bejir mahal fore enak ngapa mahal banget,negative
06/2024,lama gak ke fore....,gak fore,negative
06/2024,Itu fore yg varian apa nder ?,fore varian,negative
06/2024,"gua pas jadi mahasiswa akhir beli kopken aja udah meriang bgt dompet, duit buat ngeprin skripsi, ngeprin gambar, ngeprin poster, beli bahan maket fore tu kalau lagi banyak duit aja",pas mahasiswa beli kopi kenangan meriang banget dompet duit ngeprin skripsi ngeprin gambar ngeprin poster beli bahan maket fore tu duit,negative
06/2024,mahal anjir fore tuh,mahal anjing fore tuh,negative
06/2024,Yang mau dpt voucher fore 50% sampe 3 kali. Yok pake referral aku F95ED1,voucher fore 50 3 yok pakai referral f95ed1,neutral
06/2024,Enaaak coba butterscotch sea salt sama buttercream tiramisu deh. Kalo download app fore pake referral bisa diskon 50%,enaaak coba butterscotch sea salt buttercream tiramisu deh download app fore pakai referral diskon 50,positive
06/2024,"Semenjak nyoba fore buttercream latte, kopi yg lain rasanya kek b aja kwowkwk",semenjak nyoba fore buttercream latte kopi b kwowkwk,positive
06/2024,aku beli fore kalo lagi dapet duit tambahan aja soalnya MAHAL,beli fore duit tambahan mahal,negative
06/2024,anjir mana ada mahasiswa akhir minumnya malah fore udah gada duitnya kepake buat skripsian nder,anjing mahasiswa minumnya fore gada duitnya kepake skripsian,negative
06/2024,Download app fore pake referral diskon 50% kaa. 15ribuan udah dapet butterscotch sea salt latte,download app fore pakai referral diskon 50 kaa 15ribuan butterscotch sea salt latte,positive
06/2024,"gua gataauu, tapi fore ga cocok banwgt di aku",gataauu fore cocok banwgt,negative
06/2024,masa siswa akhir sebelah mana yang ngopi fore minum kopi sachet aja udah seneng,siswa sebelah ngopi fore minum kopi sachet seneng,positive
06/2024,Engga gua gapernah minum fore,engga gapernah minum fore,negative
06/2024,btull apalagi butterscotch sea salt latte enak bgt gada obat FORE KUNINGAN WHEN????? gw cape kalo mau fore mesti ke crb dulu,btull butterscotch sea salt latte enak banget gada obat fore kuningan when capek fore mesti crb,negative
06/2024,"Fore enak bgtt bgt, kasih first impression yg bagus",fore enak bgtt banget kasih first impression bagus,positive
06/2024,Tapi Fore emang seenak itu! Buat yang mau dapet diskon 50% bisa daftar pake kode referral aku 28DDC1 ya!,fore seenak diskon 50 daftar pakai kode referral 28ddc1 iya,positive
06/2024,Salah satunya. Tapi makin kesini untuk brand nya bebas aja. Soalnya banyak juga brand lain yang ga kalah enak dan murah juga. Mana habbit tiap hari ngopi lagi. Apa ga jebol kantong kalo harus nge fore tiap hari?,salah satunya kesini brand nya bebas brand kalah enak murah habbit ngopi jebol kantong nge fore,positive
06/2024,plisss fore buka di aceh plisss,plisss fore buka aceh plisss,neutral
06/2024,Kangennya fore bersama kost fathmi clg knp ga ada sih AH,kangennya fore kost fathmi clg sih ah,neutral
06/2024,"Pake app fore kak, pengguna baru ada voc 50% sampe 3x",pakai app fore kak pengguna voc 50 3x,neutral
06/2024,sejauh ini kopi fore paling ampuh di gue buat melek semaleman,kopi fore ampuh melek semaleman,positive
06/2024,"Kopi seenak fore, tomoro, kopken, point coffee, kok msh ada aja yg mau minum boikot pdhal produk lokal ga kalah saing",kopi seenak fore tomoro kopi kenangan point coffee coffee minum boikot pdhal produk lokal kalah saing,negative
06/2024,Mau bgttt ke fore tp ga sempet2:(,bgttt fore sempet2,neutral
06/2024,"lebih ke kopken sih nder. fore kemahalan buat yang serba akhir. either mahasiswa akhir, atau akhir bulannya pekerja umr ga nyampe.",kopi kenangan sih fore kemahalan serba either mahasiswa bulannya pekerja umr nyampe,negative
06/2024,"iyaaa, kalo skripsian pilih ke fore",iyaaa skripsian pilih fore,negative
06/2024,"Tim belikopi, kalo fore terus ya habis uang saku hehew",tim belikopi fore iya habis uang saku hehew,negative
06/2024,Tp beneran fore juga enak sihh,beneran fore enak sihh,positive
06/2024,udh dititik fore eneg liat gw,udah dititik fore eneg lihat,negative
06/2024,"Sama nih nderr, karna promo fore jd setiap minggu nongkrong disini",nderr promo fore nongkrong disini,positive
06/2024,minum fore auto ga bisa tidur malemnya,minum fore auto tidur malemnya,negative
06/2024,iyaaaa w klo lg pengen ngerjain skripsi diluar fore solusi nyaa,iyaaaa pengen ngerjain skripsi diluar fore solusi nyaa,neutral
06/2024,Btw yang mau jajan murah fore tomoro janjiw bisa cek twt or dm aku ya guys,ngomong-ngomong jajan murah fore tomoro janjiw cek twt or dm iya teman-teman,neutral
06/2024,enakan mana ya sama fore?,enakan iya fore,negative
06/2024,Knp aku gasukaa menurutku b ajaa yg matcha. Mending fore,gasukaa menurutku b ajaa matcha fore,positive
06/2024,Perasaan ak bikin polling fore apa tomoro pada milih tomoro dah,perasaan bikin polling fore tomoro milih tomoro deh,negative
06/2024,"Tp emg fore manis bed jujur, aku minta less sugar aja masi tetep manis :(",memang fore manis bed jujur gula masi tetep manis,negative
06/2024,Fore masih terdepan,fore terdepan,neutral
06/2024,penah nyobain tomoro di kayutangan malang tp kok mnurutku biasa aja ya. Malah masih mendingan fore atau point coffee,penah nyobain tomoro kayutangan malang mnurutku iya mendingan fore point coffee coffee,negative
06/2024,dlu iya tapi semenjak aku pesen less sweet dikasih normal kyk enggak deh masa nikahin org diabetes fore aja,iya semenjak pesen sweet dikasih normal deh nikahin org diabetes fore,negative
06/2024,Ga jadi mahasiswa tetep jadi favorit aku tiap ke fore,mahasiswa tetep favorit fore,positive
06/2024,Maaf tp enakan fore :(,maaf enakan fore,negative
06/2024,"kalo aku langsung beli iced coffee, ke fore atau point. terus duduk-duduk aja dibalkon sambil menikmati kopinya.",beli iced coffee fore point coffee dudukduduk dibalkon menikmati kopinya,positive
06/2024,Fore yang 1 liter berapaan sih,fore 1 liter berapaan sih,negative
06/2024,blm. mauuu fore :(,mauuu fore,negative
06/2024,Ntar ah habis makan mau deliv fore,ah habis makan deliv fore,neutral
06/2024,fore menurutku lumayan light beberapa menunyaa kok.. dibanding kopi2 ala ala lain..,fore menurutku lumayan terang menunyaa dibanding kopi2 ala ala,positive
06/2024,"minum good day lgsg aslam tp pgn nyobain kopi fore?????? kl non coffee sih gapapa ya, tp kl maksain hrs coffee tktnya malah lgsg sesek elunya nder",minum good day asam lambung nyobain kopi fore non coffee sih gapapa iya memaksa coffee tktnya sesek elunya,negative
06/2024,"Kalo Fore punya decaf coffee, pesen itu aja, nder. Atau bisa coba matcha, dark chocolate, atau almond choco semisal nggak alergi kacang.",fore decaf coffee pesen coba matcha dark chocolate almond choco alergi kacang,positive
06/2024,"Kalo good day akupun suka mules, tapi kopi fore ga bikin mules sih so far. Butterscotch sea salt sama buttercream latte enak bgttt",good day akupun suka mules kopi fore bikin mules sih so far butterscotch sea salt buttercream latte enak bgttt,positive
06/2024,"mjb kak maaf aku lagi cari rekomendasi fore literan trs ketemu twettan kakaknya, mau tanya dong kalo beli yg literan begini bisa langsung ke storenya atau harus dari apknya dulu kak? belum pernah soalnya hehehe... makasih banyak kakkk",mjb kak maaf cari rekomendasi fore literan ketemu twettan kakaknya beli literan storenya apknya kak hehehe terima kasih kakkk,neutral
06/2024,"Jangan nderrr ak juga gabisa minum kopi, tp wkt itu nyobain fore auto mual2 parahhh. Dan tmnku yg suka kopi juga ngerasa gitu",nderrr gabisa minum kopi nyobain fore auto mual2 parahhh tmnku suka kopi ngerasa,negative
06/2024,"serius, fore enak ga sih? blm pernah cobain fore...",serius fore enak sih cobain fore,negative
06/2024,"Enaaqqqq, yg salted caramel mocha juga enakk! Coklat & kopinya berasa bgtt!!!! Jgn lupa less sugar biar ga kemanisan :)) Btw fore ada promo diskon 50% sd 20k, yg mau tau caranya reply gaiss",enaaqqqq salted caramel mocha enakk coklat kopinya berasa bgtt lupa gula biar kemanisan ngomong-ngomong fore promo diskon 50 sd 20k caranya reply gaiss,positive
06/2024,"Mff oot, yg udh coba matchanya fore, review matcha nya dong, matcha green tea ama yg ada toping stoberinya ituuu",mff out of topic udah coba matchanya fore review matcha nya matcha green tea toping stoberinya ituuu,positive
06/2024,Kamu orang kaya ya nder soalnya varian non coffee fore mahal bgt anj,kaya iya varian non coffee fore mahal banget anjing,negative
06/2024,"enak bgt menurutku, ga semanis punya k0pken trs ga ada rasa serbuk alus matchanya gt…yg di fore tuh lumayan thick, pait dikit aftertastenya tapi ENAKKKK",enak banget menurutku semanis k0pken serbuk alus matchanya gtyg fore tuh lumayan thick pait dikit aftertastenya enakkkk,positive
06/2024,next ke fore mau cobain ini tambahin seasalt cream kali ya,fore cobain tambahin seasalt cream iya,neutral
06/2024,Aku kalo ke fore belinya butterscotch sama tiramisu mulu deh. Dark choco enak banget kah? Rekomenin yang enak2 lagi dong,fore belinya butterscotch tiramisu melulu deh dark choco enak banget rekomenin enak2,positive
06/2024,one good thing abt fore adalah gelasnya GEDE dan CANTIK,one good thing abt fore gelasnya gede cantik,positive
06/2024,"yaallahh fore brp yaa, pengen cobaa",yaallahh fore yaa pengen cobaa,positive
06/2024,"dulu bikin kopi sendiri, tapi sekarang kopi nya kena boikot, jadi kalo mau kopi paling beli fore atau point",bikin kopi kopi nya kena boikot kopi beli fore point coffee,positive
06/2024,"So far matcha terenak yg pernah kuminum adalah matcha-nya fore Tdk rasa susu, rada pahit, dan beneran emang ada hint rasa rumput wkwkwkwkwk canda, enak kok tdk creamy, yg kuapresiasi adalah dia tdk rasa susu dan ga begitu manis juga di lidahku",so far matcha terenak kuminum matchanya fore susu rada pahit beneran hint rumput wkwkwkwkwk canda enak creamy kuapresiasi susu manis lidahku,positive
06/2024,"Aku bukan yg suka matcha banget sih, tp yg impresif dan meninggalkan kesan baik di lidahku adalah matcha-nya fore",suka matcha banget sih impresif meninggalkan kesan lidahku matchanya fore,positive
06/2024,"Matchanya dari FLASH COFFEE ngalahin matcha fore dilidah ku tu ya, kamu harus cobain!",matchanya flash coffee ngalahin matcha fore dilidah ku tu iya cobain,positive
06/2024,"- tomoro (plz enak bgt) - fore (kl suka creamy must try sih) - point (ini enaaakk tp janlup pesen yg less sugar ya) - lawson (enaaakk mirip2 tomoro) - kopken (ini kata org2 enak tp menurutku ya lumayan, soalnya after taste nya pahit (ak prefer yg pahitnya dari awal - akhir))",tomoro plz enak banget fore suka creamy must try sih point coffee enaaakk janlup pesen gula iya lawson enaaakk mirip2 tomoro kopi kenangan orang-orang enak menurutku iya lumayan after taste nya pahit prefer pahitnya awal,positive
06/2024,"Butterscotch seasalt, buttercream latte, kalo ada gerd fore junior ajaa yg butterscotch milk crumble udh enak bgtt ♡♡♡ Yg mau dapet voc fore potongan 50% 3 kali, download apk fore dan pake kode referralku "" BB7885 "" selamat menikmati ♡",butterscotch seasalt buttercream latte gerd fore junior ajaa butterscotch milk crumble udah enak bgtt voc fore potongan 50 3 download apk fore pakai kode referralku bb7885 selamat menikmati,positive
07/2024,"kalo point psti beli caramel machiato, kl fore sll buttercream latte. gapernah ganti ganti ahaha",point coffee beli caramel machiato fore buttercream latte gapernah ganti ganti haha,positive
07/2024,Apakah mirip fore yg butterschoot ka?,mirip fore butterschoot kakak,negative
07/2024,"fore, dimana mana rasanya sama... fm beda toko beda rasa);",fore fm beda toko beda,negative
07/2024,fore janji jiwaaa kopter juga,fore janji jiwaaa kopter,positive
07/2024,"Fore, yg varian caramel machiatonya gak ada obat",fore varian caramel machiatonya gak obat,neutral
07/2024,Fore butterscotch laahhh tolong enak bgt kalo ga pandan latte,fore butterscotch laahhh enak banget pandan latte,positive
07/2024,FORE !!!!! pernah nyoba family mart jg oke,fore nyoba family mart oke,positive
07/2024,"Antara Kenangan dan Point coffee..simpel aja, Fore kayak makan gula",kenangan point coffee coffeesimpel fore kayak makan gula,positive
07/2024,"di samping punya gerd, aku jg bukan penikmat kopi yg intens tapi suka aromanya. Jd pilih yg light, creamy, tapi aman buat gerd gw. TUKU jd pilihan pertama, kedua Fore, Ketiga Fami",samping gerd penikmat kopi intens suka aromanya pilih terang creamy aman gerd tuku pilihan fore fami,positive
07/2024,Amannya ya fore atauga point,amannya iya fore atauga point coffee,neutral
07/2024,Fore enaak. Blm pernah nyoba point. Kopken b aja tp keknya mau nyoba yg oat.,fore enaak nyoba point coffee kopi kenangan b kayaknya nyoba oat,positive
07/2024,"point coffee enak bikin kenyang, mungkin krna manis banget ya dan itupun berujung sharing gk bisa ngabisin kl kopken blom pernah nyoba. matchanya fore juga enak, pasitu beli pas ada promoan",point coffee coffee enak bikin kenyang mungkin krna manis banget iya itupun berujung sharing gk ngabisin kopi kenangan blom nyoba matchanya fore enak pasitu beli pas promoan,positive
07/2024,"Tbh sukanya sbux yg pure matcha tanpa gula, sad skrg dah ga ada Soalnya bubuk2 matcha yg skrg dijual entah kopken, fore, point, sbux semuadah ada bawaan gula",tbh sukanya starbucks pure matcha gula sad deh bubuk2 matcha dijual kopi kenangan fore point coffee starbucks semuadah bawaan gula,negative
07/2024,"kopken less sugar. kalo point no sugar udh manis bgt, keknya emg dr powder matcha nya dah manis bgt. dua2nya enak cuma beda tipe matcha gitu. lebih enak fore",kopi kenangan gula point coffee gula udah manis banget kayaknya memang dr powder matcha nya deh manis banget dua2nya enak beda tipe matcha enak fore,positive
07/2024,"point kalau boleh milih di luar dua itu, fore",point coffee milih fore,neutral
07/2024,"kopken blm coba, point terlalu manis, fore the best",kopi kenangan coba point coffee manis fore best,positive
07/2024,Matcha point manis doang bjir tp enak tp manis doangg kopken belum cobaa. Matcha fore oke sih gaterlalu rumput bgt tp ada rumputnya tp ga rumput bgt paham gasi,matcha point coffee manis doang bjir enak manis doangg kopi kenangan cobaa matcha fore oke sih gaterlalu rumput banget rumputnya rumput banget paham gasi,positive
07/2024,"tomoro sm kyk fore, mahal bngt trus kecil",tomoro fore mahal banget kecil,negative
07/2024,"menurutku dia top 2 setelah fore kak, enak sampe ke after taste nya gak yg jingkrek gitu, creamyy",menurutku top 2 fore kak enak after taste nya gak jingkrek creamyy,positive
07/2024,"Klo aku pgn yg ada manisnya pst point tpi half sugar atau no sugar tpi enakan tomoro, klo mau cup yg gede ya kopken, matchanya fore jg enak",manisnya point coffee half gula gula enakan tomoro cup gede iya kopi kenangan matchanya fore enak,positive
07/2024,"Fore sama belikopi, waktu jajannya menyesuaikan kondisi dompet wkwkwk",fore belikopi jajannya menyesuaikan dompet wkwkwk,neutral
07/2024,"tuku, fore & point",tuku fore point coffee,negative
07/2024,lagi ngopiii tp aslinya pgn fore cuma magerrr,ngopiii aslinya fore magerrr,negative
07/2024,"Ini fore junior yg butterscotch milk crumble, enak!!",fore junior butterscotch milk crumble enak,positive
07/2024,fore junior yg butterscotch milk crumble,fore junior butterscotch milk crumble,neutral
07/2024,Fore tuh kopinya aja rasa non kopi wkwkw,fore tuh kopinya non kopi wkwkw,negative
07/2024,fore matchanya enak gak? pk muatchamu kah? (ijonya ky muatchamu),fore matchanya enak gak penjahat kelamin muatchamu ijonya muatchamu,positive
07/2024,"Jujur varian non kopinya fore ga ada yg enak, even matchanya jg gue kurang suka. Yang enak cuman kopinya doang",jujur varian non kopinya fore enak even matchanya suka enak cuman kopinya doang,negative
07/2024,fore junior gua mah wkwkwk,fore junior mah wkwkwk,negative
07/2024,yg milky peach apa gt tp gatau masi ada ga lama ga ke fore,milky peach gatau masi fore,neutral
07/2024,kak ini di aplnya fore kah?,kak aplnya fore,neutral
07/2024,iyaaa applikasi fore,iyaaa applikasi fore,neutral
07/2024,Lembur bersama fore,lembur fore,neutral
07/2024,"worth it… aku aja pas ultah cuma klaim birthday treats ke ta wan, ichiban, sushi tei, dan fore",worth it pas ulang klaim birthday treats ta wan ichiban sushi tei fore,positive
07/2024,"sushi tei, fore bisa dpt free drink kalau kamu ada aplikasinya",sushi tei fore free drink aplikasinya,neutral
07/2024,"ta wan, pantiez pizza (jogja), pizza hut, ichiban sushi, sushi tei, fore",ta wan pantiez pizza jogja pizza hut ichiban sushi sushi tei fore,positive
07/2024,Kalo lambungnya belum terbiasa ngopi coba fore nder,lambungnya terbiasa ngopi coba fore,negative
07/2024,kak yang fore pas hari H aja kah?,kak fore pas h,negative
07/2024,"kayanya gabisa dadakan ini, jadi download app fore duluu trs registrasi kaya biasa nanti pas ultah muncul vouchernya",kayaknya gabisa dadakan download app fore duluu registrasi kaya pas ulang muncul vouchernya,neutral
07/2024,"fore sampe sebulan, tapi sebelum itu harus punya app dan isi data diri. ntar vouchernya muncul sendiri. bisa pilih 1 menu, tanpa beli apapun.",fore sebulan app isi data vouchernya muncul pilih 1 menu beli apapun,neutral
07/2024,Ayo nderrr ketemu di fore kelapa dua mau gaaaa,ayo nderrr ketemu fore kelapa gaaaa,positive
07/2024,"Imo fore large (yg pake topping) ga worth it. Ukuran toppingnya setara reguler, mending beli 2 reg",imo fore large pakai topping worth it ukuran toppingnya setara reguler beli 2 register,negative
07/2024,jadi keinget beli fore terus kebuang juga karena mobil gw tabrakan dan cupnya mental WKWKW,keinget beli fore kebuang mobil tabrakan cupnya mental wkwkw,negative
08/2024,@susah coba duta fore kasih kata katanya,coba duta fore kasih,negative
08/2024,blm nemu titik dmn enaknya fore,nemu titik enaknya fore,positive
08/2024,"Maaf numpang tanya, ada yang tau ngga Fore yang butterscotch seasalt latte itu kalau di suhu ruang tahan berapa lama ya? TIA",maaf numpang fore butterscotch seasalt latte suhu tahan iya tia,neutral
08/2024,"Plissss di jajaran fore signature enakki bgttt. Butterscotch, buttercream caramel, pralline, pandan latte, aren latte aku udu coba ituuu dan enakkk semuaa.",plissss jajaran fore signature enakki bgttt butterscotch buttercream caramel pralline pandan latte aren latte udu coba ituuu enakkk semuaa,positive
08/2024,aku cinta buttercream lattenya fore,cinta buttercream lattenya fore,positive
08/2024,Favorite gue di Fore tuh cm Triple Peach Americano less sugar. Beuugghhh,favorite fore tuh cm triple peach americano gula beuugghhh,positive
08/2024,"caramel praline, nutty oat, butterschot enaakkk tp minta less sugar yaa.. liatt ak beli fore harga brpp wakak",caramel praline nutty oat butterschot enaakkk gula yaa liatt beli fore harga brpp wakak,positive
08/2024,"Nutty oat latte, kalau ke fore selalu pesen itu gak pernah yang lain",nutty oat latte fore pesen gak,positive
08/2024,"Nih nder langganan aku ke fore: butterscotch sea salt, buttercream tiramisu, salted caramel mocha Butter2 itu manis creamy ya nder. Kalo mocha ngga se creamy yang butter2 itu karena ngga ada cream di atasnya.",langganan fore butterscotch sea salt buttercream tiramisu salted caramel mocha butter2 manis creamy iya mocha creamy butter2 cream atasnya,positive
08/2024,sbnrnya lebih suka non coffe yg fore junior milk oreo cmn gabisa di upsize,sbnrnya suka non coffe fore junior milk oreo cmn gabisa upsize,positive
08/2024,bday upsize kakk.. download fore B04ECD pake kode reff enih nnti dpt voc 50% dan jgn lupa isi biodata biar pas ultah dapett voc free 1 minuman,bday upsize kakk download fore b04ecd pakai kode reff enih nnti voc 50 lupa isi biodata biar pas ulang dapett voc free 1 minuman,neutral
08/2024,"7800 wondr kak, yg 6000 bday upsize. download fore nnti pake kode reff B04ECD dpt voc 50% jgn lupa isi biodata biar dpt voc free 1 minuman",7800 wondr kak 6000 bday upsize download fore nnti pakai kode reff b04ecd voc 50 lupa isi biodata biar voc free 1 minuman,neutral
08/2024,"ini apk fore kaa, kalo pengguna baru disk 50% -ns",apk fore kaa pengguna disk 50 ns,neutral
08/2024,Fore yang paling aku suka sejauh ini cuma varian butterscotch,fore suka varian butterscotch,positive
08/2024,"Apk fore nya, khusus member baru bisa dapet disc 50% max 20k",apk fore nya member diskon 50 max 20k,neutral
08/2024,"Enaknya beda sih, cuma kalo latte point coffee dibanding sama bs latte fore punya, jauh lebih enak fore.",enaknya beda sih latte point coffee coffee dibanding latte fore enak fore,positive
08/2024,Butterscotch sea salt doang anjay yg gua pesen di fore,butterscotch sea salt doang anjay pesen fore,positive
08/2024,BUTTERCREAM TIRAMISU LATTE!!!!! Ini menu yg slalu gw order kalo ke fore. Udah coba yg lain tp ini yg paling enak versi gw (request less sugar ya),buttercream tiramisu latte menu slalu order fore coba enak versi request gula iya,positive
08/2024,Pernah coba tapi dpt yg keras Tapi muffin fore juara bgt,coba keras muffin fore juara banget,positive
08/2024,"enih kakk 7800 wondr kak, yg 6000 bday upsize. download fore nnti pake kode reff B04ECD dpt voc 50% jgn lupa isi biodata biar dpt voc free 1 minuman",enih kakk 7800 wondr kak 6000 bday upsize download fore nnti pakai kode reff b04ecd voc 50 lupa isi biodata biar voc free 1 minuman,positive
08/2024,"nyoba butterscotch nya fore krn fomo tp kok menurut ku masi enakan point yaa, mana lbh murah",nyoba butterscotch nya fore fomo ku masi enakan point coffee yaa lbh murah,positive
08/2024,"Fore aku gak sanggup sama yg mengandung creamer atau apapun yg campuran susunya, malah gak enak dilambung, cocok americano sama coklatnya aja terbaik sih sejauh ini",fore gak sanggup mengandung creamer apapun campuran susunya gak enak dilambung cocok americano coklatnya terbaik sih,positive
08/2024,"aren latte fore, kopsu blusukan jokopi, kopsu tetangga tuku top sih",aren latte fore kopsu blusukan jokopi kopsu tetangga tuku top sih,positive
08/2024,Jarang foto two shot ice shaken fore pokoknyaaa,jarang foto two shot ice shaken fore pokoknyaaa,positive
08/2024,Paling suka butterscotch juga kalo di fore,suka butterscotch fore,positive
08/2024,"Fore, buttercream latte Kozi, kosangsu foam charcoal Buih, es kopi buih",fore buttercream latte kozi kosangsu foam charcoal buih es kopi buih,positive
08/2024,Rasanya mirip fore gaa,mirip fore gaa,positive
08/2024,1 titik koma es kopi susu tiger 2 fore,1 titik koma es kopi susu tiger 2 fore,neutral
08/2024,buttercream tiramisu latte (kalo mau agak pahit sikit) caramel paraline macchiato (cmiiw dlm penulisan) itu aj sih ak biazanya kalo di fore,buttercream tiramisu latte agak pahit sikit caramel paraline macchiato correct me if i'm wrong dlm penulisan sih biazanya fore,positive
08/2024,butterscothnya fore sih the best,butterscothnya fore sih best,positive
08/2024,"rill untung waktu nyoba pertama yg ini jadi tidak menyesal, soalnya liat yg butterscotch latte gue mikirnya kek yg fore jadi nyoba yg ini",rill untung nyoba menyesal lihat butterscotch latte mikirnya fore nyoba,positive
08/2024,"Kureng siih menurutku, enakan fore.",kureng siih menurutku enakan fore,positive
08/2024,Fore paling murah tuh 20k++ itu jg ukurannya kecil jd tergolongnya masih lumayan mahal sedangkan series ini pas promo aja 15k/18k gt.,fore murah tuh 20k ukurannya kecil tergolongnya lumayan mahal series pas promo 15k18k,positive
08/2024,Murah kak fore itu buat UMR. UMR Negara Swedia,murah kak fore umr umr negara swedia,positive
08/2024,"-5 sendok (aku pake sendok sambel kecil) kapal api classic -200 ml ultramilk karamel Ultramilknya dipanasin sampe mendidih trs tuang ke kopi. Klo yg suka manis boleh pake yg ultramilk mocca, tp aku ga suka manis jd pake karamel udh pas kek beli coffe latte di kopi kenangan/fore",5 sendok pakai sendok sambel kecil kapal api classic 200 ml ultramilk karamel ultramilknya dipanasin mendidih tuang kopi suka manis pakai ultramilk mocca suka manis pakai karamel udah pas beli coffe latte kopi kenanganfore,positive
